Attacker,Defender,Location,Victor
Necromancer B,Vitamancer A,Vitamancer Territory,Necromancer B
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Necromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer A,Vitamancer B,Vitamancer Territory,Necromancer A
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Necromancer A,Vitamancer B,Vitamancer Territory,Necromancer A
Necromancer A,Vitamancer A,Vitamancer Territory,Necromancer A
Necromancer A,Vitamancer B,Vitamancer Territory,Necromancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Necromancer A,Vitamancer B,Vitamancer Territory,Necromancer A
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Necromancer B,Vitamancer A,Vitamancer Territory,Necromancer B
Necromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Necromancer B
Necromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer A,Vitamancer A,Vitamancer Territory,Necromancer A
Necromancer A,Vitamancer B,Vitamancer Territory,Necromancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer A,Vitamancer A,Vitamancer Territory,Necromancer A
Necromancer A,Vitamancer A,Vitamancer Territory,Necromancer A
Necromancer A,Vitamancer B,Vitamancer Territory,Vitamancer B
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer A,Vitamancer B,Vitamancer Territory,Vitamancer B
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Necromancer A,Vitamancer A,Vitamancer Territory,Necromancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer A,Vitamancer B,Vitamancer Territory,Necromancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Necromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer A,Vitamancer A,Vitamancer Territory,Necromancer A
Necromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Vitamancer B,Vitamancer Territory,Vitamancer B
Necromancer A,Vitamancer B,Vitamancer Territory,Necromancer A
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Vitamancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Vitamancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
